Date : 2024-04-02 14:33:22
Directory : /opt/lampp/htdocs/MitraPark/parts
Total : 1737 files,  -26738 codes, -159 comments, -6005 blanks, all -32902 lines

Languages
+------------+------------+------------+------------+------------+------------+
| language   | files      | code       | comment    | blank      | total      |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-dish.svg                      | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-dislike.svg                   | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-dizzy.svg                     | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-dna.svg                       | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-dock-bottom.svg               | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-dock-left.svg                 | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-dock-right.svg                | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-dock-top.svg                  | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-dollar-circle.svg             | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-dollar.svg                    | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-donate-blood.svg              | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-donate-heart.svg              | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-door-open.svg                 | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-dots-horizontal-rounded.svg   | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-dots-horizontal.svg           | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-dots-vertical-rounded.svg     | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-dots-vertical.svg             | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-doughnut-chart.svg            | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-down-arrow-alt.svg            | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-down-arrow-circle.svg         | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-down-arrow.svg                | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-download.svg                  | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-downvote.svg                  | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-drink.svg                     | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-droplet.svg                   | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-dumbbell.svg                  | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-duplicate.svg                 | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-edit-alt.svg                  | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-edit.svg                      | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-envelope-open.svg             | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-envelope.svg                  | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-equalizer.svg                 | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-eraser.svg                    | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-error-alt.svg                 | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-error-circle.svg              | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-error.svg                     | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-euro.svg                      | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-exclude.svg                   | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-exit-fullscreen.svg           | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-exit.svg                      | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-expand-alt.svg                | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-expand-horizontal.svg         | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-expand-vertical.svg           | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-expand.svg                    | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-export.svg                    | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-extension.svg                 | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-face.svg                      | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-fast-forward-circle.svg       | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-fast-forward.svg              | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-female-sign.svg               | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-female.svg                    | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-file-blank.svg                | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-file-find.svg                 | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-file.svg                      | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-film.svg                      | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-filter-alt.svg                | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-filter.svg                    | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-fingerprint.svg               | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-first-aid.svg                 | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-first-page.svg                | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-flag.svg                      | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-folder-minus.svg              | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-folder-open.svg               | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-folder-plus.svg               | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-folder.svg                    | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-font-color.svg                | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-font-family.svg               | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-font-size.svg                 | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-font.svg                      | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-food-menu.svg                 | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-food-tag.svg                  | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-football.svg                  | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-fork.svg                      | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-fridge.svg                    | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-fullscreen.svg                | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-game.svg                      | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-gas-pump.svg                  | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-ghost.svg                     | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-gift.svg                      | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-git-branch.svg                | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-git-commit.svg                | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-git-compare.svg               | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-git-merge.svg                 | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-git-pull-request.svg          | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-git-repo-forked.svg           | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-glasses-alt.svg               | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-glasses.svg                   | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-globe-alt.svg                 | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-globe.svg                     | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-grid-alt.svg                  | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-grid-horizontal.svg           | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-grid-small.svg                | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-grid-vertical.svg             | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-grid.svg                      | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-group.svg                     | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-handicap.svg                  | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-happy-alt.svg                 | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-happy-beaming.svg             | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-happy-heart-eyes.svg          | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-happy.svg                     | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-hard-hat.svg                  | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-hash.svg                      | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-hdd.svg                       | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-heading.svg                   | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-headphone.svg                 | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-health.svg                    | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-heart-circle.svg              | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-heart-square.svg              | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-heart.svg                     | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-help-circle.svg               | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-hide.svg                      | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-highlight.svg                 | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-history.svg                   | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-hive.svg                      | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-home-alt-2.svg                | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-home-alt.svg                  | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-home-circle.svg               | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-home-heart.svg                | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-home-smile.svg                | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-home.svg                      | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-horizontal-center.svg         | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-horizontal-left.svg           | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-horizontal-right.svg          | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-hotel.svg                     | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-hourglass.svg                 | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-id-card.svg                   | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-image-add.svg                 | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-image-alt.svg                 | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-image.svg                     | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-images.svg                    | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-import.svg                    | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-infinite.svg                  | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-info-circle.svg               | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-info-square.svg               | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-injection.svg                 | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-intersect.svg                 | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-italic.svg                    | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-joystick-alt.svg              | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-joystick-button.svg           | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-joystick.svg                  | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-key.svg                       | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-knife.svg                     | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-label.svg                     | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-landscape.svg                 | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-laptop.svg                    | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-last-page.svg                 | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-laugh.svg                     | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-layer-minus.svg               | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-layer-plus.svg                | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-layer.svg                     | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-layout.svg                    | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-leaf.svg                      | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-left-arrow-alt.svg            | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-left-arrow-circle.svg         | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-left-arrow.svg                | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-left-down-arrow-circle.svg    | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-left-indent.svg               | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-left-top-arrow-circle.svg     | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-lemon.svg                     | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-library.svg                   | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-like.svg                      | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-line-chart-down.svg           | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-line-chart.svg                | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-link-alt.svg                  | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-link-external.svg             | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-link.svg                      | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-lira.svg                      | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-list-check.svg                | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-list-minus.svg                | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-list-ol.svg                   | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-list-plus.svg                 | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-list-ul.svg                   | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-loader-alt.svg                | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-loader-circle.svg             | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-loader.svg                    | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-location-plus.svg             | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-lock-alt.svg                  | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-lock-open-alt.svg             | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-lock-open.svg                 | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-lock.svg                      | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-log-in-circle.svg             | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-log-in.svg                    | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-log-out-circle.svg            | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-log-out.svg                   | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-low-vision.svg                | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-magnet.svg                    | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-mail-send.svg                 | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-male-female.svg               | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-male-sign.svg                 | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-male.svg                      | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-map-alt.svg                   | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-map-pin.svg                   | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-map.svg                       | XML        |         -1 |          0 |          0 |         -1 |
| /opt/lampp/htdocs/MitraPark/assets/css/boxicons/svg/regular/bx-mask.svg                      | XML        |         -1 |          0 |          0 |         -1 |
